,attackTypeList,successfulAttackList,hostagesList,ransomList,propertyDamageList,suicideAttackList,partOfMultipleIncidentList,typeOfWeaponList,subTypeOfWeaponList
39161,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39162,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39163,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39164,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39165,Armed Assault,Yes,Yes,No,Yes,No,Yes,Firearms,Handgun
39166,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39167,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Other Explosive Type
39168,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39169,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
39170,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
39171,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Grenade
39172,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Firearms,Unknown Gun Type
39173,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39174,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Vehicle
39175,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39176,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39177,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39178,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
39179,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39180,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39181,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
39182,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39183,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39184,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39185,Hijacking,Yes,Yes,No,No,No,No,Unknown,Unknown
39186,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39187,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39188,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39189,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39190,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39191,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39192,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Firearms,Unknown Gun Type
39193,Facility/Infrastructure Attack,No,No,No,Yes,No,No,Unknown,Unknown
39194,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
39195,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39196,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39197,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Remote Trigger
39198,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39199,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39200,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39201,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
39202,Assassination,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39203,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
39204,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39205,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
39206,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39207,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39208,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39209,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39210,Hijacking,Yes,Yes,No,No,No,No,Unknown,Unknown
39211,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39212,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39213,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39214,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39215,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39216,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39217,Armed Assault,No,No,No,Yes,No,No,Firearms,Unknown Gun Type
39218,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39219,Hostage Taking (Barricade Incident),Yes,Yes,No,No,No,No,Unknown,Unknown
39220,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39221,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39222,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Molotov Cocktail/Petrol Bomb
39223,Unknown,Yes,No,No,Yes,No,Yes,Unknown,Unknown
39224,Unknown,Yes,No,No,Yes,No,Yes,Unknown,Unknown
39225,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39226,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Rifle/Shotgun (non-automatic)
39227,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Letter Bomb
39228,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
39229,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39230,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39231,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39232,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
39233,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39234,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39235,Hostage Taking (Barricade Incident),Yes,Yes,No,No,No,No,Unknown,Unknown
39236,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
39237,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39238,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39239,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
39240,Hostage Taking (Kidnapping),Yes,No,No,No,No,No,Unknown,Unknown
39241,Facility/Infrastructure Attack,No,No,No,Yes,No,No,Incendiary,Unknown
39242,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39243,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39244,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
39245,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39246,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39247,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39248,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
39249,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39250,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39251,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39252,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39253,Facility/Infrastructure Attack,No,No,No,Yes,No,No,Incendiary,Unknown
39254,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39255,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39256,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39257,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39258,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39259,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39260,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39261,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39262,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39263,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39264,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39265,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39266,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39267,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39268,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39269,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39270,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39271,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39272,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39273,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39274,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39275,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39276,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
39277,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
39278,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39279,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39280,Armed Assault,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39281,Armed Assault,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39282,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39283,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39284,Hostage Taking (Kidnapping),Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39285,Unarmed Assault,Yes,No,No,No,No,No,Melee,"Hands, Feet, Fists"
39286,Assassination,No,No,No,No,No,No,Firearms,Handgun
39287,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
39288,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39289,Assassination,No,No,No,No,No,No,Melee,Knife or Other Sharp Object
39290,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39291,Hostage Taking (Kidnapping),Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39292,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39293,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39294,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39295,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39296,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39297,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39298,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Gasoline or Alcohol
39299,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39300,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39301,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39302,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39303,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Firearms,Unknown Gun Type
39304,Hostage Taking (Kidnapping),No,No,No,No,No,No,Unknown,Unknown
39305,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39306,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
39307,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39308,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39309,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39310,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39311,Armed Assault,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39312,Armed Assault,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
39313,Unarmed Assault,Yes,No,No,No,No,No,Melee,Blunt Object
39314,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39315,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39316,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39317,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39318,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39319,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39320,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39321,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39322,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39323,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39324,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39325,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39326,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Grenade
39327,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39328,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39329,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39330,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39331,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39332,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39333,Bombing/Explosion,Yes,No,No,Yes,No,No,Incendiary,Molotov Cocktail/Petrol Bomb
39334,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39335,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
39336,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39337,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
39338,Hostage Taking (Kidnapping),Yes,No,No,No,No,No,Unknown,Unknown
39339,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39340,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
39341,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39342,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39343,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39344,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39345,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39346,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39347,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39348,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39349,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39350,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39351,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39352,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39353,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39354,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39355,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39356,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39357,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39358,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39359,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39360,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39361,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39362,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39363,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39364,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39365,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39366,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
39367,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39368,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39369,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
39370,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39371,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Time Fuse
39372,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39373,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39374,Assassination,Yes,No,No,No,No,No,Melee,"Hands, Feet, Fists"
39375,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
39376,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39377,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39378,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
39379,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Melee,Blunt Object
39380,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39381,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39382,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39383,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
39384,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39385,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39386,Assassination,No,No,No,No,No,No,Melee,Knife or Other Sharp Object
39387,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39388,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
39389,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
39390,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39391,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39392,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39393,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39394,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39395,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39396,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39397,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39398,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39399,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39400,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39401,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39402,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39403,Unknown,No,No,No,Yes,No,No,Unknown,Unknown
39404,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39405,Armed Assault,No,No,No,No,No,No,Melee,Knife or Other Sharp Object
39406,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39407,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39408,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39409,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
39410,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39411,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39412,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39413,Assassination,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39414,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39415,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39416,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39417,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39418,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
39419,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39420,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39421,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39422,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39423,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39424,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
39425,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39426,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
39427,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39428,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39429,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
39430,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39431,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39432,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39433,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39434,Unarmed Assault,Yes,No,No,Yes,No,No,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Unknown
39435,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39436,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39437,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39438,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39439,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39440,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
39441,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39442,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39443,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39444,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39445,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39446,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39447,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
39448,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39449,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39450,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39451,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Vehicle
39452,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
39453,Assassination,No,No,No,Yes,No,No,Firearms,Unknown Gun Type
39454,Bombing/Explosion,No,No,No,Yes,No,Yes,Explosives,Grenade
39455,Bombing/Explosion,No,No,No,Yes,No,Yes,Explosives,Grenade
39456,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39457,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39458,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39459,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39460,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39461,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39462,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
39463,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39464,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39465,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39466,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
39467,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
39468,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
39469,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39470,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39471,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
39472,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39473,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39474,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39475,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
39476,Unknown,No,No,No,Yes,No,No,Unknown,Unknown
39477,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39478,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39479,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39480,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39481,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
39482,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
39483,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
39484,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39485,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39486,Bombing/Explosion,No,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
39487,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39488,Assassination,Yes,No,No,No,No,Yes,Firearms,Unknown Gun Type
39489,Assassination,Yes,No,No,No,No,Yes,Firearms,Unknown Gun Type
39490,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
39491,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39492,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39493,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39494,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
39495,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
