,attackTypeList,successfulAttackList,hostagesList,ransomList,propertyDamageList,suicideAttackList,partOfMultipleIncidentList,typeOfWeaponList,subTypeOfWeaponList
33636,Assassination,No,No,No,No,No,Yes,Firearms,Handgun
33637,Assassination,No,No,No,No,No,Yes,Firearms,Handgun
33638,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
33639,Assassination,No,No,No,No,No,No,Firearms,Handgun
33640,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33641,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33642,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
33643,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
33644,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33645,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33646,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33647,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33648,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33649,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
33650,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33651,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33652,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33653,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33654,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
33655,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
33656,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
33657,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
33658,Hostage Taking (Barricade Incident),Yes,Yes,No,No,No,No,Unknown,Unknown
33659,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33660,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33661,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33662,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33663,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Sabotage Equipment,Unknown
33664,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
33665,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33666,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33667,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33668,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33669,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33670,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33671,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33672,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
33673,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33674,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
33675,Assassination,No,No,No,No,No,No,Explosives,Vehicle
33676,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
33677,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
33678,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
33679,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33680,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33681,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33682,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33683,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33684,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33685,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33686,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
33687,Assassination,Yes,No,No,No,No,No,Incendiary,Unknown
33688,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33689,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33690,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33691,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
33692,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33693,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
33694,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
33695,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33696,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33697,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33698,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33699,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33700,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
33701,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33702,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33703,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33704,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33705,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33706,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33707,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
33708,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
33709,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
33710,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33711,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33712,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
33713,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33714,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33715,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
33716,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
33717,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33718,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33719,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
33720,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33721,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33722,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33723,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
33724,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
33725,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33726,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33727,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Firearms,Handgun
33728,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
33729,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
33730,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
33731,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33732,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33733,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33734,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33735,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33736,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
33737,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33738,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33739,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33740,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
33741,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33742,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33743,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33744,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33745,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
33746,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
33747,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33748,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
33749,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33750,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Vehicle
33751,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33752,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
33753,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
33754,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33755,Hostage Taking (Barricade Incident),Yes,No,No,Yes,No,No,Unknown,Unknown
33756,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
33757,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Vehicle
33758,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33759,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33760,Hostage Taking (Kidnapping),No,Yes,No,No,No,No,Unknown,Unknown
33761,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
33762,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
33763,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
33764,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33765,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33766,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33767,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33768,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33769,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33770,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33771,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33772,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
33773,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33774,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33775,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
33776,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
33777,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33778,Hostage Taking (Kidnapping),No,Yes,Yes,No,No,No,Unknown,Unknown
33779,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
33780,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33781,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33782,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
33783,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
33784,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33785,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
33786,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
33787,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
33788,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
33789,Armed Assault,Yes,Yes,No,Yes,No,No,Explosives,Unknown Explosive Type
33790,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33791,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
33792,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
33793,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33794,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
33795,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33796,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33797,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33798,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
33799,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33800,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Unknown,Unknown
33801,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
33802,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Other,Unknown
33803,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
33804,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33805,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33806,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33807,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33808,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33809,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Unknown,Unknown
33810,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33811,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33812,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
33813,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
33814,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
33815,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Vehicle
33816,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
33817,Assassination,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33818,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33819,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33820,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
33821,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
33822,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33823,Bombing/Explosion,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33824,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33825,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
33826,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33827,Hostage Taking (Barricade Incident),Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33828,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33829,Unknown,Yes,Yes,No,Yes,No,No,Unknown,Unknown
33830,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
33831,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
33832,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
33833,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
33834,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
33835,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33836,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33837,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
33838,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
33839,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
33840,Assassination,No,No,No,No,No,No,Firearms,Unknown Gun Type
33841,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
33842,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
33843,Armed Assault,Yes,No,No,Yes,No,No,Unknown,Unknown
33844,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33845,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
33846,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33847,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33848,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33849,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33850,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33851,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Gasoline or Alcohol
33852,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33853,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
33854,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33855,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33856,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33857,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33858,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33859,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
33860,Assassination,No,No,No,No,No,No,Firearms,Automatic Weapon
33861,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33862,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33863,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33864,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33865,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33866,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33867,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33868,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33869,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33870,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33871,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33872,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
33873,Unarmed Assault,Yes,No,No,No,No,No,Melee,Unknown Weapon Type
33874,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33875,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33876,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33877,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33878,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
33879,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
33880,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33881,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33882,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33883,Bombing/Explosion,No,No,No,No,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
33884,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
33885,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
33886,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33887,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33888,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33889,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
33890,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33891,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33892,Hostage Taking (Kidnapping),Yes,No,No,No,No,No,Unknown,Unknown
33893,Assassination,No,No,No,No,No,No,Unknown,Unknown
33894,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33895,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
33896,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
33897,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
33898,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
33899,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
33900,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
33901,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33902,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33903,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33904,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33905,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33906,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33907,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33908,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33909,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33910,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33911,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33912,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33913,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33914,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33915,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33916,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33917,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33918,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
33919,Assassination,No,No,No,No,No,No,Explosives,Unknown Explosive Type
33920,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33921,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33922,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33923,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
33924,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33925,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
33926,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33927,Assassination,No,No,No,No,No,No,Firearms,Rifle/Shotgun (non-automatic)
33928,Assassination,No,No,No,No,No,No,Explosives,Vehicle
33929,Facility/Infrastructure Attack,Yes,No,No,No,No,No,Incendiary,Molotov Cocktail/Petrol Bomb
33930,Bombing/Explosion,Yes,No,No,Yes,No,No,Incendiary,Unknown
33931,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33932,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33933,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
33934,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
33935,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
33936,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33937,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
33938,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33939,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33940,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33941,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33942,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33943,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33944,Armed Assault,Yes,Yes,No,Yes,No,No,Firearms,Automatic Weapon
33945,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33946,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33947,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33948,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33949,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33950,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33951,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33952,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
33953,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33954,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33955,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33956,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33957,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33958,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
33959,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
33960,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
33961,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
33962,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
33963,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33964,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33965,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33966,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
33967,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Rifle/Shotgun (non-automatic)
33968,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
